Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Dependents,Total_Food,Length_customer_yrs,Tot_Num_Purchases
Graduation,Single,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,GER,50,0,375,9.37,13.0
Graduation,Divorced,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,CA,60,3,34,9.51,4.0
Graduation,Couple,30261.0,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,SP,50,3,16,9.81,3.0
Graduation,Couple,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,1,0,GER,43,1,46,9.87,6.0
2n Cycle,Divorced,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,SP,44,1,26,8.18,5.0
Graduation,Couple,32144.0,1,1,76,41,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,0,0,IND,68,2,51,8.32,6.0
Master,Divorced,62637.0,0,1,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,CA,68,1,180,8.38,9.0
Graduation,Couple,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,SA,51,2,55,8.5,6.0
2n Cycle,Couple,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP,51,2,180,8.69,9.0
PhD,Single,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,SP,67,0,766,8.76,21.0
2n Cycle,Couple,23718.0,1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,AUS,46,1,45,8.87,6.0
PhD,Single,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,SP,60,1,68,8.91,6.0
Graduation,Divorced,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,0,SA,39,0,1089,9.13,11.0
Basic,Single,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,SP,64,2,48,9.2,7.0
Graduation,Couple,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,1,0,CA,64,0,1497,9.28,22.0
2n Cycle,Couple,67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,SP,55,2,987,9.48,24.0
Graduation,Widow,66033.0,0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,IND,65,1,612,9.48,18.0
Graduation,Single,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,SP,45,1,188,9.58,9.0
PhD,Couple,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,CA,65,1,125,9.6,1.0
Graduation,Couple,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,SP,36,1,40,9.61,4.0
2n Cycle,Single,23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,1,0,SP,40,1,47,9.66,6.0
Graduation,Couple,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,IND,41,1,63,9.68,7.0
Graduation,Couple,34961.0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,SP,49,1,78,8.07,7.0
Graduation,Divorced,64892.0,0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,SA,46,1,837,8.13,22.0
2n Cycle,Couple,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,IND,34,1,48,8.18,6.0
Graduation,Couple,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,SP,39,1,20,8.2,3.0
Graduation,Single,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,IND,55,1,71,8.28,6.0
Basic,Widow,22123.0,0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,AUS,62,0,71,8.3,6.0
Master,Single,35544.0,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,SA,44,1,63,8.36,5.0
2n Cycle,Couple,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,SP,33,1,262,8.51,11.0
Graduation,Couple,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,SP,46,1,916,8.62,23.0
Graduation,Divorced,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,SP,51,1,37,8.73,6.0
Graduation,Single,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP,33,0,1073,8.99,21.0
Graduation,Single,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,32,1,31,9.04,4.0
2n Cycle,Divorced,65706.0,0,0,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,1,0,CA,52,0,1070,9.05,26.0
Graduation,Divorced,31859.0,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,SA,46,1,15,9.09,3.0
PhD,Couple,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,SP,81,0,2098,9.26,22.0
Graduation,Divorced,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,AUS,52,1,1011,9.29,25.0
Master,Couple,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,SP,56,2,115,9.47,7.0
Master,Single,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,SP,58,1,770,9.51,11.0
Graduation,Couple,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,1,SP,58,3,89,9.54,6.0
Graduation,Couple,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP,63,0,41,9.55,4.0
Graduation,Couple,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,GER,63,0,41,9.55,4.0
Graduation,Couple,28087.0,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,IND,64,2,91,9.59,6.0
Graduation,Couple,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,SA,55,2,1118,9.88,21.0
PhD,Couple,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SA,51,1,44,8.14,6.0
PhD,Couple,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SP,51,1,44,8.14,6.0
Master,Couple,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,SP,63,0,1869,8.33,18.0
Graduation,Couple,27116.0,1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,SA,61,2,38,8.37,5.0
Graduation,Single,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,SA,33,1,92,8.43,6.0
PhD,Single,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,SP,49,2,16,8.43,3.0
Graduation,Single,59686.0,0,1,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0,CA,57,1,269,8.47,11.0
Graduation,Divorced,82460.0,0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,SA,72,0,959,8.62,14.0
PhD,Single,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,SP,62,0,1323,8.67,20.0
Graduation,Divorced,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP,47,0,1835,8.77,17.0
Master,Couple,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,SP,54,2,47,8.86,6.0
Master,Divorced,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,SA,43,1,43,8.94,5.0
Graduation,Divorced,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SA,47,2,15,8.98,3.0
Graduation,Couple,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,IND,40,1,41,9.01,5.0
Graduation,Couple,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,SP,50,1,604,9.14,18.0
Graduation,Single,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,SP,66,1,1027,9.16,15.0
Graduation,Couple,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,SP,53,0,1988,9.35,20.0
Graduation,Single,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,SP,69,1,589,9.51,18.0
Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,SP,66,0,1497,9.64,22.0
Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,CA,66,0,1497,9.64,22.0
Graduation,Couple,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP,62,1,846,9.78,22.0
2n Cycle,Couple,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SP,40,0,1257,9.81,18.0
2n Cycle,Couple,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SA,40,0,1257,9.81,18.0
Graduation,Single,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,SP,56,2,1627,9.94,14.0
Graduation,Couple,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,SA,45,1,393,8.29,14.0
PhD,Couple,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,CA,61,1,1004,8.47,25.0
Graduation,Couple,54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,GER,55,1,187,8.48,9.0
PhD,Single,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,AUS,72,3,53,8.54,6.0
Master,Single,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,CA,67,2,39,8.58,4.0
Graduation,Single,43020.0,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,US,52,1,180,8.62,9.0
Graduation,Single,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,IND,59,1,181,8.73,9.0
Graduation,Single,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,SP,67,0,1097,8.83,16.0
2n Cycle,Couple,25176.0,1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,GER,46,2,8,8.93,3.0
Graduation,Couple,96876.0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,1,0,SP,45,0,1920,8.94,23.0
2n Cycle,Couple,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,GER,43,2,32,9.2,4.0
Graduation,Single,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,SP,39,1,19,9.25,3.0
Graduation,Divorced,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,SP,68,0,1140,9.39,15.0
Graduation,Couple,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,AUS,57,0,1698,9.42,15.0
PhD,Couple,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,1,0,IND,74,0,1207,9.58,24.0
Graduation,Couple,17345.0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,SP,44,1,46,9.7,5.0
Master,Single,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,0,US,64,1,1061,9.86,15.0
Basic,Couple,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,IND,61,0,33,8.08,5.0
Basic,Couple,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,SP,61,0,33,8.08,5.0
Master,Couple,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,IND,42,0,826,8.18,22.0
PhD,Couple,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,SA,43,1,30,8.18,5.0
Master,Couple,45903.0,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,SA,56,1,63,8.23,6.0
Master,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,SP,45,1,67,8.25,6.0
Master,Couple,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,SP,54,1,709,8.39,20.0
Graduation,Couple,17148.0,1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,CA,46,1,52,8.46,7.0
Master,Couple,66476.0,0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,GER,53,1,956,8.61,24.0
Master,Couple,45057.0,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,US,43,1,47,8.62,5.0
Graduation,Couple,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,SP,54,2,57,8.69,6.0
PhD,Single,51411.0,0,0,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,AUS,63,0,147,8.69,8.0
Master,Single,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,IND,36,2,10,8.81,3.0
PhD,Couple,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,SP,39,1,26,8.99,4.0
2n Cycle,Single,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,SP,37,1,67,9.07,5.0
2n Cycle,Divorced,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,SP,66,2,57,9.32,6.0
PhD,Widow,68117.0,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,1,0,SP,75,1,894,9.35,23.0
2n Cycle,Widow,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,SP,47,1,460,9.41,15.0
Master,Couple,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,0,SP,50,0,2136,9.43,22.0
PhD,Divorced,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,SP,53,1,777,9.48,21.0
PhD,Couple,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,1,0,SP,64,0,442,9.53,22.0
Graduation,Single,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,SP,60,1,1023,9.61,15.0
Graduation,Divorced,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,SP,53,1,54,9.72,5.0
Graduation,Single,35893.0,1,1,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,IND,54,2,181,9.75,9.0
Graduation,Divorced,71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,US,49,1,1584,9.78,24.0
2n Cycle,Couple,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,IND,33,1,275,9.78,11.0
Graduation,Couple,37150.0,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,US,51,1,351,9.84,13.0
Graduation,Couple,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,SP,46,1,900,9.87,23.0
PhD,Couple,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,IND,46,1,184,8.18,9.0
Master,Couple,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,SP,66,1,119,8.25,7.0
PhD,Single,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,1,0,IND,49,2,184,8.29,9.0
Basic,Couple,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,SP,26,0,8,8.41,3.0
PhD,Couple,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,GER,53,1,39,8.41,4.0
Graduation,Divorced,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SP,47,0,5,8.44,4.0
Graduation,Couple,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,SP,44,1,693,8.53,19.0
Master,Couple,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,CA,52,1,557,8.59,17.0
Graduation,Couple,58025.0,0,1,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,IND,43,1,448,8.64,15.0
Master,Couple,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,SA,74,0,1599,8.67,24.0
Graduation,Couple,34350.0,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,AUS,43,1,37,8.74,4.0
PhD,Widow,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,SP,64,2,84,8.81,7.0
2n Cycle,Couple,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,SP,36,1,44,8.85,6.0
PhD,Couple,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,SP,51,1,952,8.86,24.0
PhD,Couple,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,SP,58,1,1038,8.96,25.0
Graduation,Couple,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SP,48,1,21,9.04,3.0
Graduation,Couple,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SA,48,1,21,9.04,3.0
PhD,Single,51411.0,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,IND,69,3,17,9.14,3.0
Graduation,Divorced,71964.0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,SP,64,0,1784,9.16,16.0
PhD,Couple,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,SP,69,3,1206,9.37,18.0
Graduation,Couple,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,SP,61,1,295,9.45,12.0
Master,Single,60482.0,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,SA,46,1,483,9.48,16.0
PhD,Single,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,SA,50,1,897,9.59,23.0
Master,Widow,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,0,SP,53,1,1419,9.66,21.0
Master,Couple,47175.0,1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,1,0,SA,60,2,221,9.72,10.0
Graduation,Divorced,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,US,55,0,1959,9.88,29.0
PhD,Couple,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,0,SP,41,1,898,9.95,23.0
Graduation,Couple,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,SA,36,1,1728,8.16,25.0
Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,IND,46,1,76,8.44,6.0
Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,SP,46,1,76,8.44,6.0
Graduation,Couple,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,SP,71,2,23,8.51,4.0
2n Cycle,Couple,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,CA,52,2,43,8.57,5.0
Graduation,Divorced,63033.0,0,0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,US,63,0,1072,8.67,15.0
PhD,Single,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,CA,55,1,54,8.79,5.0
Graduation,Couple,40059.0,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,US,38,1,269,8.8,11.0
Graduation,Couple,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,IND,68,0,1549,8.82,16.0
PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,SP,41,1,40,9.13,6.0
PhD,Single,51411.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,AUS,41,1,40,9.13,6.0
Graduation,Couple,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,SP,54,2,17,9.28,3.0
PhD,Couple,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,SP,66,1,1138,9.28,17.0
Graduation,Single,11012.0,1,0,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0,0,IND,38,1,61,9.33,6.0
Graduation,Divorced,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,SP,46,1,42,9.33,5.0
Graduation,Couple,51411.0,1,1,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,AUS,51,2,88,9.37,6.0
PhD,Couple,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,SP,73,0,2262,9.41,24.0
Graduation,Widow,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,SP,71,0,1158,9.44,17.0
Graduation,Couple,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,1,SP,43,1,9,9.5,3.0
Basic,Couple,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,SA,33,1,25,9.56,4.0
PhD,Couple,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,0,SP,50,1,492,9.64,16.0
2n Cycle,Single,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,SP,41,1,19,9.88,3.0
2n Cycle,Couple,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,SA,41,2,52,8.07,5.0
Graduation,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,SP,50,2,40,8.25,5.0
Master,Couple,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,CA,51,1,63,8.32,5.0
PhD,Single,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,SP,53,0,1288,8.37,19.0
2n Cycle,Couple,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,SP,37,0,27,8.41,5.0
Graduation,Couple,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,GER,58,0,862,8.47,20.0
PhD,Couple,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,SP,48,2,90,8.65,6.0
Graduation,Couple,43482.0,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,IND,56,3,60,8.67,6.0
Graduation,Divorced,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,SA,43,2,259,8.79,11.0
Graduation,Single,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,SP,48,2,144,8.92,8.0
Master,Couple,51411.0,0,1,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,AUS,68,1,183,9.06,9.0
Graduation,Single,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,AUS,43,1,445,9.1,15.0
PhD,Widow,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,CA,64,1,1426,9.18,21.0
Graduation,Divorced,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA,46,1,41,9.23,4.0
PhD,Couple,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,SP,51,1,1799,9.24,17.0
Graduation,Couple,74268.0,0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,SA,67,0,851,9.42,12.0
Graduation,Couple,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,SP,60,1,948,9.48,17.0
Graduation,Couple,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,SP,59,1,592,9.61,18.0
Graduation,Couple,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,SP,67,1,710,9.62,20.0
Graduation,Couple,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,SP,62,1,720,9.87,20.0
Graduation,Couple,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,CA,62,1,720,9.87,20.0
PhD,Couple,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,GER,52,1,43,8.15,7.0
Master,Couple,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,SA,46,2,40,8.18,4.0
Graduation,Couple,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,SP,57,0,1171,8.19,17.0
Graduation,Couple,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,SP,43,1,55,8.36,6.0
Graduation,Couple,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,IND,65,2,69,8.39,6.0
