Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Length_customer_yrs,Dependents,Total_Spent,Tot_Num_Purchases,Spent per purchase,Total_Accepted_Camp
1980,Graduation,Couple,47850.0,1,0,72,31.34,5.22,32.09,14.93,8.96,7.46,1,3,0,4,6,0,0,0,0,0,0,0,SP,42,8.58,1,134,7.0,19.14,0
1986,PhD,Couple,91820.0,0,0,72,27.39,4.88,49.9,5.08,10.75,2.0,0,5,5,12,1,0,0,0,0,0,0,0,CA,36,8.6,0,1497,22.0,68.05,0
1965,PhD,Single,40637.0,1,1,72,57.89,0.0,34.21,0.0,0.0,7.89,2,1,0,3,7,0,0,0,0,0,0,0,SA,57,8.96,2,38,4.0,9.5,0
1959,Graduation,Divorced,23295.0,0,0,72,0.0,0.0,5.0,10.0,60.0,25.0,1,1,0,2,8,0,0,0,0,0,0,0,SP,63,8.97,0,20,3.0,6.67,0
1952,Graduation,Single,84574.0,0,0,72,28.15,1.45,51.85,2.76,3.93,11.85,1,9,11,11,5,0,0,0,0,0,0,0,SP,70,9.07,0,1375,31.0,44.35,0
1969,Graduation,Couple,54165.0,0,0,72,53.81,1.69,30.93,6.36,2.54,4.66,1,2,1,7,2,0,0,0,0,0,0,0,SP,53,9.09,0,236,10.0,23.6,0
1981,Graduation,Divorced,28510.0,1,1,72,48.35,5.49,20.88,0.0,4.4,20.88,3,2,0,4,5,0,0,0,0,0,0,0,SP,41,9.22,2,91,6.0,15.17,0
1956,Graduation,Couple,67131.0,0,1,72,47.64,7.27,25.61,9.53,3.59,6.35,3,9,2,12,6,0,0,0,0,0,0,0,SP,66,9.27,1,976,23.0,42.43,0
1969,PhD,Couple,56242.0,0,1,72,70.96,0.82,17.2,1.13,0.82,9.06,5,8,4,11,6,0,0,0,0,0,0,0,US,53,9.33,1,971,23.0,42.22,0
1983,PhD,Couple,86580.0,0,0,72,71.31,2.82,17.02,3.49,2.68,2.68,0,4,2,5,1,0,0,1,0,0,0,0,SP,39,9.34,0,746,11.0,67.82,1
1955,Graduation,Couple,76005.0,0,0,72,57.08,1.16,22.59,13.94,2.9,2.32,1,3,5,13,6,0,0,0,1,0,0,0,SP,67,9.35,0,1722,21.0,82.0,1
1962,PhD,Couple,54693.0,0,1,72,73.84,1.83,15.29,2.48,2.8,3.77,8,6,4,13,6,0,0,0,0,0,0,0,SP,60,9.37,1,929,23.0,40.39,0
1955,Master,Couple,52750.0,0,1,72,45.7,0.0,27.79,10.47,8.02,8.02,6,5,7,9,4,0,0,0,0,0,0,0,CA,67,9.4,1,860,21.0,40.95,0
1968,Graduation,Divorced,36997.0,1,1,72,45.74,4.26,12.77,8.51,0.0,28.72,5,2,1,4,5,0,0,0,0,0,0,0,CA,54,9.41,2,94,7.0,13.43,0
1965,PhD,Couple,34230.0,1,1,72,71.43,0.0,19.05,0.0,0.0,9.52,1,1,0,2,7,0,0,0,0,0,0,0,SP,57,9.51,2,21,3.0,7.0,0
1960,Graduation,Widow,47916.0,0,1,72,83.33,0.0,4.29,0.0,0.0,12.38,5,7,4,6,6,0,1,0,0,0,0,0,GER,62,9.61,1,606,17.0,35.65,1
1979,2n Cycle,Couple,60839.0,1,1,72,48.0,1.68,10.24,17.84,12.0,10.24,13,2,2,12,8,0,0,0,0,0,0,0,SP,43,9.84,2,1250,16.0,78.12,0
1972,PhD,Couple,79930.0,0,0,72,45.18,4.91,42.21,3.82,2.91,0.97,1,3,5,8,2,0,0,0,0,0,0,0,SA,50,9.9,0,1753,16.0,109.56,0
1970,PhD,Couple,55158.0,1,1,72,70.1,0.0,20.81,0.96,2.63,5.5,4,7,2,5,7,0,0,0,0,0,1,0,SP,52,9.92,2,418,14.0,29.86,0
1958,2n Cycle,Single,85485.0,0,0,73,45.55,1.88,44.18,3.18,1.3,3.9,1,6,6,6,2,0,0,0,0,0,0,0,SP,64,8.03,0,1383,18.0,76.83,0
1943,PhD,Couple,75865.0,0,0,73,38.89,0.0,47.58,12.56,0.0,0.97,1,3,5,10,1,0,0,0,0,0,0,0,SP,79,8.25,0,1242,18.0,69.0,0
1965,Graduation,Couple,44375.0,0,1,73,70.76,1.66,9.3,2.33,2.33,13.62,1,4,1,6,5,0,0,0,0,0,0,0,SP,57,8.27,1,301,11.0,27.36,0
1971,PhD,Single,60504.0,0,1,73,87.07,0.0,4.56,1.14,0.76,6.46,2,6,2,8,6,0,0,0,0,0,0,0,SP,51,8.39,1,526,16.0,32.88,0
1959,Graduation,Couple,65492.0,0,0,73,23.64,15.41,28.23,20.1,8.13,4.5,2,4,7,13,2,0,0,0,0,0,0,0,CA,63,8.43,0,1045,24.0,43.54,0
1980,2n Cycle,Single,67506.0,0,1,73,27.19,11.48,20.24,9.97,10.88,20.24,1,4,1,6,3,0,0,0,0,0,0,0,SP,42,8.49,1,331,11.0,30.09,0
1959,PhD,Divorced,68805.0,0,1,73,64.31,0.71,17.31,6.01,4.59,7.07,1,3,1,7,2,0,0,0,0,0,0,0,SP,63,8.79,1,283,11.0,25.73,0
1970,Graduation,Single,61209.0,0,0,73,48.69,0.0,23.41,12.43,5.12,10.34,1,5,3,4,2,0,0,0,0,0,0,0,US,52,8.85,0,957,12.0,79.75,0
1967,Graduation,Couple,66825.0,0,0,73,28.32,11.77,47.2,3.38,4.66,4.66,1,4,5,6,2,0,0,0,0,0,0,0,SA,55,8.96,0,858,15.0,57.2,0
1983,PhD,Single,87188.0,0,0,73,47.32,5.77,37.65,2.55,3.85,2.86,1,10,2,6,3,0,0,0,0,0,1,0,IND,39,9.08,0,1923,18.0,106.83,0
1953,Master,Widow,84953.0,0,0,73,16.31,4.69,58.79,6.15,7.03,7.03,1,3,10,4,2,0,1,1,1,0,1,0,SP,69,9.08,0,1024,17.0,60.24,3
1954,PhD,Single,74637.0,0,0,73,58.18,3.88,28.12,8.85,0.0,0.97,1,6,9,9,3,0,0,0,1,0,0,0,SA,68,9.12,0,1650,24.0,68.75,1
1962,Graduation,Couple,86111.0,0,0,73,28.81,2.02,54.58,2.6,2.89,9.1,1,5,7,10,2,0,0,0,0,0,0,0,CA,60,9.2,0,1385,22.0,62.95,0
1947,Master,Couple,77632.0,0,0,73,53.29,4.66,33.66,0.0,1.87,6.53,1,4,2,6,2,0,1,1,0,0,1,0,SP,75,9.31,0,2252,12.0,187.67,2
1973,Graduation,Couple,31814.0,1,0,73,42.17,3.61,24.1,4.82,1.2,24.1,2,2,0,3,9,1,0,0,0,0,0,0,SA,49,9.39,1,83,5.0,16.6,1
1972,PhD,Couple,70116.0,0,0,73,46.03,2.86,39.26,6.18,3.78,1.89,1,2,8,12,1,0,0,0,0,0,0,0,SP,50,9.43,0,1536,22.0,69.82,0
1969,PhD,Single,48240.0,0,0,73,44.1,10.32,28.12,7.26,5.56,4.65,3,6,3,13,5,0,0,0,0,0,1,0,SP,53,9.64,0,882,22.0,40.09,0
1985,Master,Couple,40101.0,1,0,73,41.2,0.72,31.08,6.27,5.78,14.94,4,6,1,6,7,0,0,0,0,0,0,0,IND,37,9.71,1,415,13.0,31.92,0
1953,Graduation,Couple,70503.0,0,0,73,79.85,1.91,12.51,0.0,1.91,3.82,1,2,4,9,6,0,1,1,0,0,0,0,SP,69,9.75,0,1727,15.0,115.13,2
1975,Graduation,Couple,79205.0,0,0,73,56.31,2.57,13.07,20.0,3.13,4.92,1,6,5,4,4,0,0,0,1,0,1,0,SP,47,9.84,0,895,15.0,59.67,1
1980,Graduation,Single,51766.0,1,0,74,21.82,18.55,31.64,2.18,7.27,18.55,2,4,2,4,5,0,0,0,0,0,0,0,CA,42,8.31,1,275,10.0,27.5,0
1980,Graduation,Couple,62994.0,1,0,74,71.79,3.85,15.38,1.28,3.85,3.85,1,6,2,4,6,0,0,0,0,0,0,0,CA,42,8.33,1,312,12.0,26.0,0
1974,PhD,Couple,65640.0,0,1,74,44.25,1.52,32.32,4.34,3.25,14.32,1,5,1,8,2,0,0,0,0,0,0,0,SA,48,8.33,1,461,14.0,32.93,0
1969,Graduation,Couple,38361.0,1,0,74,28.47,0.0,40.88,14.6,5.84,10.22,3,3,1,3,7,0,0,0,0,0,0,0,SA,53,8.51,1,137,7.0,19.57,0
1969,Graduation,Couple,38361.0,1,0,74,28.47,0.0,40.88,14.6,5.84,10.22,3,3,1,3,7,0,0,0,0,0,0,0,AUS,53,8.51,1,137,7.0,19.57,0
1985,Graduation,Couple,19986.0,1,0,74,13.64,27.27,22.73,0.0,9.09,27.27,1,0,0,3,7,0,0,0,0,0,0,0,SP,37,8.63,1,22,3.0,7.33,0
1985,Graduation,Single,72903.0,0,0,74,53.01,6.86,37.26,0.0,0.94,1.94,1,7,5,8,4,0,1,1,1,0,1,0,SP,37,8.67,0,2013,20.0,100.65,3
1948,PhD,Divorced,45072.0,1,2,74,50.7,0.7,34.86,2.46,0.7,10.56,5,6,1,4,8,0,0,0,0,0,0,0,AUS,74,8.71,3,284,11.0,25.82,0
1967,PhD,Couple,59062.0,2,1,74,64.79,1.41,16.9,4.23,0.0,12.68,2,2,0,3,4,0,0,0,0,0,0,0,SP,55,8.74,3,71,5.0,14.2,0
1961,Master,Couple,61794.0,0,1,74,43.21,7.69,30.77,8.84,7.69,1.8,2,4,4,10,2,0,0,0,0,0,0,0,SP,61,8.79,1,611,18.0,33.94,0
1965,Master,Couple,45143.0,0,1,74,64.95,1.61,23.79,3.54,1.61,4.5,3,6,1,5,7,0,0,0,0,0,0,0,SP,57,8.85,1,311,12.0,25.92,0
1965,Master,Couple,45143.0,0,1,74,64.95,1.61,23.79,3.54,1.61,4.5,3,6,1,5,7,0,0,0,0,0,0,0,SA,57,8.85,1,311,12.0,25.92,0
1969,Master,Single,26877.0,0,0,74,37.69,4.85,28.36,7.46,6.72,14.93,2,3,1,6,6,0,0,0,0,0,0,0,SP,53,8.87,0,268,10.0,26.8,0
1965,PhD,Divorced,36921.0,1,1,74,44.74,2.63,31.58,7.89,2.63,10.53,2,2,0,3,7,0,0,0,0,0,0,0,CA,57,8.93,2,38,5.0,7.6,0
1956,2n Cycle,Couple,54342.0,1,1,74,47.46,5.65,19.21,6.21,5.65,15.82,4,3,1,4,6,0,0,0,0,0,0,0,AUS,66,8.99,2,177,8.0,22.12,0
1969,Master,Single,62772.0,0,1,74,61.42,5.18,16.6,4.55,0.85,11.42,1,5,6,11,2,0,1,0,0,0,0,0,SP,53,9.12,1,946,22.0,43.0,1
1959,PhD,Couple,75032.0,0,1,74,78.35,0.99,14.81,3.87,0.99,0.99,2,5,4,9,3,0,0,0,0,0,0,0,SP,63,9.18,1,1215,18.0,67.5,0
1963,Graduation,Couple,22419.0,0,0,74,18.52,1.85,29.01,11.73,12.96,25.93,1,3,2,2,8,0,0,0,0,0,0,0,SP,59,9.2,0,162,7.0,23.14,0
1963,Graduation,Couple,22419.0,0,0,74,18.52,1.85,29.01,11.73,12.96,25.93,1,3,2,2,8,0,0,0,0,0,0,0,CA,59,9.2,0,162,7.0,23.14,0
1978,2n Cycle,Couple,36550.0,1,0,74,8.15,15.6,16.29,21.32,17.85,20.8,5,9,1,5,9,0,0,0,0,0,0,0,CA,44,9.36,1,577,15.0,38.47,0
1953,Graduation,Couple,75027.0,0,1,74,66.55,4.6,12.88,9.57,0.86,5.54,2,9,4,6,5,0,0,0,0,0,0,0,SA,69,9.47,1,1390,19.0,73.16,0
1974,PhD,Single,63159.0,0,0,74,53.7,1.89,32.61,4.95,4.79,2.06,1,3,5,8,3,1,0,0,0,0,0,0,SP,48,9.65,0,1797,16.0,112.31,1
1973,Master,Couple,54108.0,1,1,74,72.16,0.8,12.18,1.07,0.8,12.99,13,8,2,9,8,0,0,0,0,0,0,0,CA,49,9.65,2,747,19.0,39.32,0
1952,Graduation,Couple,81795.0,0,0,74,23.44,9.55,50.14,1.95,8.54,6.37,1,4,11,7,2,0,0,0,0,0,0,0,SP,70,9.68,0,1382,22.0,62.82,0
1965,Graduation,Couple,59594.0,0,1,74,91.58,0.8,5.81,0.0,0.0,1.8,1,8,1,7,7,0,1,0,0,0,0,0,SP,57,9.7,1,499,16.0,31.19,1
1982,Master,Couple,18492.0,1,0,75,20.0,20.0,20.0,20.0,10.0,10.0,1,1,0,2,8,0,0,0,0,0,0,0,SP,40,8.07,1,10,3.0,3.33,0
1958,Graduation,Single,94472.0,0,1,75,60.14,1.95,24.66,6.39,5.91,0.95,1,5,5,5,5,0,1,1,0,0,0,0,SP,64,8.24,1,1691,15.0,112.73,2
1979,Graduation,Single,70337.0,0,0,75,32.47,14.06,25.87,4.34,7.47,15.8,1,2,2,12,1,0,0,0,0,0,0,0,US,43,8.49,0,576,16.0,36.0,0
1973,Graduation,Single,34853.0,1,1,75,26.47,8.82,44.12,5.88,8.82,5.88,2,2,0,3,6,0,0,0,0,0,0,0,GER,49,8.52,2,34,5.0,6.8,0
1943,Master,Widow,51411.0,0,0,75,34.02,8.06,31.33,10.49,8.06,8.06,1,5,5,11,1,0,0,1,0,0,1,0,AUS,79,8.67,0,1564,21.0,74.48,1
1984,PhD,Single,16269.0,1,0,75,43.18,6.82,40.91,6.82,2.27,0.0,3,3,0,3,8,0,0,0,0,0,0,0,SP,38,8.84,1,44,6.0,7.33,0
1982,Graduation,Couple,50272.0,1,0,75,42.49,5.58,28.33,18.45,3.43,1.72,3,4,1,5,7,0,0,0,0,0,0,0,AUS,40,8.9,1,233,10.0,23.3,0
1971,Graduation,Single,22804.0,1,0,75,53.85,3.85,26.92,7.69,3.85,3.85,1,2,0,2,9,0,0,0,0,0,0,0,SA,51,8.92,1,26,4.0,6.5,0
1971,Graduation,Single,22804.0,1,0,75,53.85,3.85,26.92,7.69,3.85,3.85,1,2,0,2,9,0,0,0,0,0,0,0,SP,51,8.92,1,26,4.0,6.5,0
1974,Graduation,Couple,30631.0,1,0,75,21.43,8.57,28.57,5.71,7.14,28.57,1,3,1,2,7,0,0,0,0,0,0,0,SA,48,8.97,1,70,6.0,11.67,0
1966,PhD,Single,78420.0,0,0,75,41.57,1.93,46.39,6.26,1.93,1.93,1,3,10,8,1,0,0,0,0,0,0,0,SA,56,9.01,0,1453,21.0,69.19,0
1980,Graduation,Single,81741.0,0,0,75,15.84,9.73,59.8,3.69,8.52,2.42,0,6,6,7,2,0,0,0,0,0,0,0,SP,42,9.04,0,1572,19.0,82.74,0
1971,Graduation,Couple,25721.0,1,0,75,2.94,8.82,17.65,8.82,17.65,44.12,1,1,1,2,7,0,0,0,0,0,1,0,AUS,51,9.11,1,34,4.0,8.5,0
1972,Graduation,Single,31907.0,0,0,75,7.35,19.38,14.25,38.98,3.56,16.48,1,6,1,6,7,0,0,0,0,0,0,0,GER,50,9.33,0,449,13.0,34.54,0
1962,Graduation,Divorced,37859.0,1,2,75,61.11,2.78,22.22,5.56,2.78,5.56,2,1,0,3,8,0,0,0,0,0,0,0,CA,60,9.47,3,36,4.0,9.0,0
1972,Graduation,Couple,30261.0,1,2,75,36.36,0.0,22.73,0.0,13.64,27.27,1,0,0,3,8,0,0,0,0,0,0,0,SP,50,9.76,3,22,3.0,7.33,0
1979,Graduation,Couple,21645.0,1,0,75,21.54,0.0,35.38,6.15,7.69,29.23,3,3,0,3,9,0,0,0,0,0,1,0,GER,43,9.82,1,65,6.0,10.83,0
1978,2n Cycle,Divorced,21282.0,1,0,76,2.17,10.87,17.39,8.7,17.39,43.48,2,2,1,2,6,0,0,0,0,0,0,0,SP,44,8.14,1,46,5.0,9.2,0
1954,Graduation,Couple,32144.0,1,1,76,75.93,0.0,18.52,0.0,0.0,5.56,4,2,1,3,7,0,1,0,0,0,0,0,IND,68,8.27,2,54,6.0,9.0,1
1954,Master,Divorced,62637.0,0,1,76,56.22,6.49,25.95,2.16,6.49,2.7,1,2,2,5,2,0,0,0,0,0,0,0,CA,68,8.33,1,185,9.0,20.56,0
1971,Graduation,Couple,16626.0,2,0,76,11.76,4.41,32.35,30.88,1.47,19.12,3,3,0,3,9,0,0,0,0,0,0,0,SA,51,8.46,2,68,6.0,11.33,0
1971,2n Cycle,Couple,54690.0,1,1,76,56.06,8.08,18.69,3.54,4.55,9.09,3,3,1,5,3,0,0,0,0,0,0,0,SP,51,8.65,2,198,9.0,22.0,0
1955,PhD,Single,61284.0,0,0,76,76.2,1.85,13.07,2.47,0.86,5.55,1,11,2,8,6,0,1,0,0,0,0,0,SP,67,8.72,0,811,21.0,38.62,1
1976,2n Cycle,Couple,23718.0,1,0,76,7.41,3.7,17.28,18.52,8.64,44.44,3,3,1,2,7,0,0,0,0,0,0,0,AUS,46,8.83,1,81,6.0,13.5,0
1962,PhD,Single,33419.0,0,1,76,65.12,0.0,13.95,0.0,0.0,20.93,2,2,0,4,7,0,0,0,0,0,0,0,SP,60,8.87,1,86,6.0,14.33,0
1983,Graduation,Divorced,82025.0,0,0,76,22.49,8.26,51.05,4.04,5.9,8.26,1,3,2,6,1,0,0,1,0,0,1,0,SA,39,9.09,0,1187,11.0,107.91,1
1958,Basic,Single,15056.0,1,1,76,6.82,13.64,3.41,23.86,6.82,45.45,5,2,2,3,5,0,0,0,0,0,0,0,SP,64,9.16,2,88,7.0,12.57,0
1958,Graduation,Couple,48192.0,0,0,76,68.09,2.82,13.37,10.03,3.8,1.9,3,2,8,12,8,0,1,0,1,1,1,0,CA,64,9.24,0,1526,22.0,69.36,3
1967,2n Cycle,Couple,67309.0,1,1,76,47.6,4.34,16.73,13.77,8.78,8.78,15,9,6,9,7,0,0,0,0,0,0,0,SP,55,9.44,2,1082,24.0,45.08,0
1957,Graduation,Widow,66033.0,0,1,76,43.28,5.17,26.44,6.79,8.71,9.6,2,8,3,7,7,0,0,0,0,0,0,0,IND,65,9.44,1,677,18.0,37.61,0
1977,Graduation,Single,28769.0,1,0,76,21.47,2.62,67.54,5.24,1.57,1.57,3,4,1,4,9,0,0,0,0,0,0,0,SP,45,9.53,1,191,9.0,21.22,0
1957,PhD,Couple,6835.0,0,1,76,78.1,1.46,8.76,1.46,1.46,8.76,0,0,0,1,20,0,0,0,0,0,0,0,CA,65,9.56,1,137,1.0,137.0,0
1986,Graduation,Couple,32880.0,1,0,76,19.05,9.52,35.71,16.67,14.29,4.76,1,1,0,3,8,0,0,0,0,0,0,0,SP,36,9.57,1,42,4.0,10.5,0
1982,2n Cycle,Single,23616.0,1,0,76,5.06,27.85,13.92,3.8,8.86,40.51,2,3,0,3,8,0,0,0,0,0,1,0,SP,40,9.62,1,79,6.0,13.17,0
1981,Graduation,Couple,19419.0,1,0,76,2.86,20.0,40.0,22.86,4.29,10.0,4,4,0,3,9,0,0,0,0,0,0,0,IND,41,9.64,1,70,7.0,10.0,0
1973,Graduation,Couple,34961.0,1,0,77,56.96,2.53,32.91,5.06,1.27,1.27,3,3,1,3,7,0,0,0,0,0,0,0,SP,49,8.03,1,79,7.0,11.29,0
1976,Graduation,Divorced,64892.0,0,1,77,58.43,2.66,25.5,3.55,2.66,7.21,2,6,4,12,4,0,0,0,0,0,0,0,SA,46,8.09,1,902,22.0,41.0,0
1988,2n Cycle,Couple,16248.0,1,0,77,21.05,19.3,17.54,5.26,21.05,15.79,3,2,1,3,6,0,0,0,0,0,0,0,IND,34,8.14,1,57,6.0,9.5,0
1983,Graduation,Couple,43776.0,1,0,77,34.78,0.0,39.13,8.7,4.35,13.04,1,1,0,2,6,0,0,0,0,0,0,0,SP,39,8.16,1,23,3.0,7.67,0
1967,Graduation,Single,52074.0,0,1,77,49.58,0.0,10.08,0.0,0.0,40.34,1,2,2,2,4,1,0,0,0,0,0,0,IND,55,8.24,1,119,6.0,19.83,1
1960,Basic,Widow,22123.0,0,0,77,2.94,2.94,23.53,33.33,6.86,30.39,1,2,1,3,5,0,0,0,0,0,0,0,AUS,62,8.26,0,102,6.0,17.0,0
1978,Master,Single,35544.0,1,0,77,44.78,7.46,34.33,5.97,1.49,5.97,1,2,0,3,7,0,0,0,0,0,0,0,SA,44,8.32,1,67,5.0,13.4,0
1989,2n Cycle,Couple,59060.0,1,0,77,12.77,14.6,40.51,13.14,14.6,4.38,3,3,1,7,4,0,0,0,0,0,0,0,SP,33,8.47,1,274,11.0,24.91,0
1976,Graduation,Couple,65665.0,0,1,77,23.81,17.14,40.95,11.22,3.81,3.07,1,5,10,8,3,0,0,0,0,0,0,0,SP,46,8.58,1,945,23.0,41.09,0
1971,Graduation,Divorced,29819.0,1,0,77,23.08,2.56,61.54,5.13,2.56,5.13,3,3,0,3,6,0,0,0,0,0,0,0,SP,51,8.68,1,39,6.0,6.5,0
1989,Graduation,Single,81217.0,0,0,77,42.61,6.05,28.0,12.62,3.46,7.26,1,3,7,11,1,0,0,0,0,0,0,0,SP,33,8.95,0,1157,21.0,55.1,0
1990,Graduation,Single,26095.0,1,0,77,26.19,16.67,21.43,7.14,2.38,26.19,1,1,0,3,7,0,0,0,0,0,0,0,SP,32,9.0,1,42,4.0,10.5,0
1970,2n Cycle,Divorced,65706.0,0,0,77,76.56,0.83,10.76,1.08,0.0,10.76,1,11,3,12,7,0,1,1,0,1,1,0,CA,52,9.01,0,1199,26.0,46.12,3
1976,Graduation,Divorced,31859.0,1,0,77,15.0,5.0,15.0,40.0,0.0,25.0,1,1,0,2,7,0,0,0,0,0,0,0,SA,46,9.05,1,20,3.0,6.67,0
1941,PhD,Couple,93027.0,0,0,77,60.64,1.98,33.79,2.6,0.0,0.99,0,7,10,5,2,0,0,1,0,0,0,0,SP,81,9.22,0,2119,22.0,96.32,1
1970,Graduation,Divorced,58710.0,0,1,77,37.13,6.84,31.05,0.0,10.3,14.68,6,11,5,9,6,0,0,0,0,0,0,0,AUS,52,9.25,1,1185,25.0,47.4,0
1966,Master,Couple,49618.0,1,1,77,62.02,2.33,20.16,3.1,1.55,10.85,4,3,1,3,7,0,0,0,0,0,0,0,SP,56,9.43,2,129,7.0,18.43,0
1964,Master,Single,58308.0,0,1,77,76.78,0.0,7.67,1.11,0.0,14.44,4,2,6,3,8,0,0,0,0,0,0,0,SP,58,9.47,1,900,11.0,81.82,0
1964,Graduation,Couple,40800.0,1,2,77,24.24,0.0,27.27,8.08,30.3,10.1,2,3,0,3,7,0,0,0,0,0,0,1,SP,58,9.5,3,99,6.0,16.5,0
1959,Graduation,Couple,18690.0,0,0,77,10.0,1.67,11.67,38.33,6.67,31.67,1,1,1,2,8,0,0,0,0,0,0,0,SP,63,9.51,0,60,4.0,15.0,0
1959,Graduation,Couple,18690.0,0,0,77,10.0,1.67,11.67,38.33,6.67,31.67,1,1,1,2,8,0,0,0,0,0,0,0,GER,63,9.51,0,60,4.0,15.0,0
1958,Graduation,Couple,28087.0,1,1,77,47.32,7.14,15.18,11.61,0.0,18.75,3,2,2,2,7,0,0,0,0,0,0,0,IND,64,9.55,2,112,6.0,18.67,0
1967,Graduation,Couple,75702.0,1,1,77,56.62,2.44,30.75,3.92,3.66,2.61,5,4,6,11,8,0,0,0,0,0,0,0,SA,55,9.84,2,1148,21.0,54.67,0
1971,PhD,Couple,32892.0,1,0,78,56.52,0.0,32.61,4.35,2.17,4.35,2,3,0,3,8,0,0,0,0,0,0,0,SA,51,8.1,1,46,6.0,7.67,0
1971,PhD,Couple,32892.0,1,0,78,56.52,0.0,32.61,4.35,2.17,4.35,2,3,0,3,8,0,0,0,0,0,0,0,SP,51,8.1,1,46,6.0,7.67,0
1959,Master,Couple,89120.0,0,0,78,60.71,4.78,21.21,3.74,6.7,2.86,1,5,6,7,1,0,0,1,0,0,0,0,SP,63,8.29,0,1924,18.0,106.89,1
1961,Graduation,Couple,27116.0,1,1,78,29.27,2.44,51.22,4.88,4.88,7.32,2,2,0,3,7,0,0,0,0,0,0,0,SA,61,8.33,2,41,5.0,8.2,0
1989,Graduation,Single,46107.0,1,0,78,24.8,7.2,21.6,12.8,7.2,26.4,1,1,1,4,3,0,0,0,0,0,0,0,SA,33,8.39,1,125,6.0,20.83,0
1973,PhD,Single,54466.0,1,1,78,75.0,0.0,25.0,0.0,0.0,0.0,1,1,0,2,5,0,0,0,0,0,0,0,SP,49,8.39,2,16,3.0,5.33,0
1965,Graduation,Single,59686.0,0,1,78,32.48,5.47,32.48,12.41,15.33,1.82,1,4,1,6,4,0,0,0,0,0,0,0,CA,57,8.43,1,274,11.0,24.91,0
1950,Graduation,Divorced,82460.0,0,0,78,26.18,4.83,58.83,5.34,3.29,1.54,1,5,3,6,1,0,0,0,0,0,0,0,SA,72,8.58,0,974,14.0,69.57,0
1960,PhD,Single,76045.0,0,0,78,57.45,4.01,30.23,1.28,7.03,0.0,1,4,5,11,2,0,0,0,1,0,0,0,SP,62,8.62,0,1323,20.0,66.15,1
1975,Graduation,Divorced,83829.0,0,0,78,48.17,8.65,23.09,9.99,8.65,1.45,0,4,7,6,1,1,0,1,1,0,1,0,SP,47,8.73,0,1862,17.0,109.53,3
1968,Master,Couple,32889.0,1,1,78,50.91,0.0,23.64,7.27,3.64,14.55,3,2,1,3,5,0,0,0,0,0,0,0,SP,54,8.82,2,55,6.0,9.17,0
1979,Master,Divorced,33462.0,1,0,78,40.74,5.56,33.33,0.0,0.0,20.37,1,2,0,3,7,0,0,0,0,0,0,0,SA,43,8.9,1,54,5.0,10.8,0
1975,Graduation,Divorced,36627.0,2,0,78,56.25,6.25,31.25,0.0,0.0,6.25,1,0,0,3,5,0,0,0,0,0,0,0,SA,47,8.94,2,16,3.0,5.33,0
1982,Graduation,Couple,28718.0,1,0,78,21.05,7.02,10.53,19.3,14.04,28.07,2,2,0,3,8,0,0,0,0,0,0,0,IND,40,8.97,1,57,5.0,11.4,0
1972,Graduation,Couple,77981.0,1,0,78,20.78,18.07,30.72,2.41,18.98,9.04,3,7,4,7,5,0,0,0,0,0,0,0,SP,50,9.1,1,664,18.0,36.89,0
1956,Graduation,Single,60230.0,0,1,78,48.73,1.87,34.4,3.66,7.59,3.75,2,6,3,6,5,0,0,0,0,0,0,0,SP,66,9.12,1,1067,15.0,71.13,0
1969,Graduation,Couple,74918.0,0,0,78,47.48,2.88,44.6,1.22,0.93,2.88,1,5,9,6,3,0,0,1,0,0,0,0,SP,53,9.3,0,2047,20.0,102.35,1
1953,Graduation,Single,40464.0,0,1,78,67.3,2.7,18.73,1.11,3.65,6.51,6,8,2,8,8,0,0,0,0,0,0,0,SP,69,9.47,1,630,18.0,35.0,0
1956,Master,Single,64857.0,0,0,78,36.1,0.91,46.56,13.64,0.0,2.79,1,7,5,10,4,0,0,0,0,0,0,0,SP,66,9.6,0,1540,22.0,70.0,0
1956,Master,Single,64857.0,0,0,78,36.1,0.91,46.56,13.64,0.0,2.79,1,7,5,10,4,0,0,0,0,0,0,0,CA,66,9.6,0,1540,22.0,70.0,0
1960,Graduation,Couple,63381.0,0,1,78,56.82,4.98,14.13,3.28,4.98,15.82,4,4,5,13,2,0,0,0,0,0,0,0,SP,62,9.74,1,1005,22.0,45.68,0
1982,2n Cycle,Couple,66664.0,0,0,78,30.88,7.45,34.68,17.07,7.45,2.48,1,5,7,6,3,0,0,0,0,0,0,0,SP,40,9.76,0,1289,18.0,71.61,0
1982,2n Cycle,Couple,66664.0,0,0,78,30.88,7.45,34.68,17.07,7.45,2.48,1,5,7,6,3,0,0,0,0,0,0,0,SA,40,9.76,0,1289,18.0,71.61,0
1966,Graduation,Single,86358.0,1,1,78,55.57,2.73,28.69,4.76,2.73,5.52,4,5,3,6,8,0,0,0,0,0,0,0,SP,56,9.9,2,1722,14.0,123.0,0
